batter_a,year,strikeout_mean.1.00,strikeout_mean.2.00,strikeout_mean.3.00,strikeout_mean.4.00,strikeout_mean.5.00,strikeout_mean.6.00,strikeout_mean.7.00,strikeout_mean.8.00,walk_mean.1.00,walk_mean.2.00,walk_mean.3.00,walk_mean.4.00,walk_mean.5.00,walk_mean.6.00,walk_mean.7.00,walk_mean.8.00
abrej003,"2,014.00",0.18,0.25,0.30,0.30,0.15,0.18,0.20,0.15,0.03,0.05,0.03,0.03,0.03,0.03,0.05,0.07
abrej003,"2,015.00",0.18,0.17,0.22,0.17,0.20,0.27,0.20,0.22,0.03,0.03,0.07,0.02,0.05,0.02,0.05,0.08
abrej003,"2,016.00",0.25,0.15,0.20,0.25,0.10,0.22,0.22,0.10,0.07,0.07,0.05,0.03,0.05,0.02,0.03,0.08
ackld001,"2,012.00",0.18,0.15,0.15,0.27,0.30,0.15,0.22,0.12,0.07,0.07,0.10,0.12,0.08,0.10,0.08,0.07
ackld001,"2,014.00",0.12,0.22,0.17,0.17,0.20,0.13,0.12,0.12,0.05,0.12,0.03,0.03,0.08,0.02,0.05,0.08
adamm002,"2,014.00",0.15,0.25,0.20,0.12,0.22,0.23,0.20,0.17,0.05,0.00,0.02,0.02,0.02,0.02,0.03,0.12
alony001,"2,012.00",0.17,0.13,0.18,0.23,0.13,0.12,0.15,0.13,0.10,0.08,0.12,0.07,0.02,0.15,0.02,0.02
alony001,"2,016.00",0.15,0.15,0.17,0.08,0.12,0.10,0.20,0.17,0.03,0.12,0.08,0.07,0.12,0.05,0.07,0.08
altuj001,"2,012.00",0.13,0.12,0.12,0.10,0.17,0.12,0.08,0.13,0.07,0.07,0.07,0.02,0.03,0.03,0.08,0.17
altuj001,"2,013.00",0.13,0.12,0.08,0.08,0.20,0.18,0.08,0.15,0.07,0.07,0.02,0.02,0.00,0.07,0.03,0.08
altuj001,"2,014.00",0.08,0.07,0.07,0.08,0.07,0.02,0.07,0.20,0.08,0.05,0.08,0.02,0.03,0.07,0.03,0.00
altuj001,"2,015.00",0.07,0.07,0.12,0.10,0.13,0.08,0.02,0.17,0.05,0.03,0.05,0.02,0.02,0.05,0.05,0.00
altuj001,"2,016.00",0.13,0.12,0.07,0.05,0.08,0.07,0.12,0.08,0.10,0.12,0.10,0.05,0.07,0.10,0.02,0.05
alvap001,"2,012.00",0.37,0.30,0.30,0.22,0.27,0.38,0.32,0.28,0.05,0.12,0.05,0.12,0.08,0.05,0.12,0.15
alvap001,"2,013.00",0.28,0.32,0.32,0.33,0.35,0.25,0.32,0.30,0.08,0.02,0.07,0.10,0.08,0.03,0.08,0.05
alvap001,"2,015.00",0.23,0.23,0.20,0.22,0.23,0.30,0.32,0.32,0.05,0.13,0.05,0.05,0.02,0.08,0.03,0.17
amara001,"2,014.00",0.20,0.17,0.12,0.05,0.22,0.13,0.07,0.18,0.12,0.03,0.03,0.05,0.03,0.07,0.03,0.03
andre001,"2,012.00",0.17,0.10,0.07,0.12,0.10,0.08,0.20,0.15,0.08,0.10,0.13,0.08,0.08,0.12,0.05,0.08
andre001,"2,013.00",0.10,0.12,0.15,0.15,0.12,0.18,0.13,0.13,0.10,0.00,0.07,0.08,0.07,0.07,0.10,0.08
andre001,"2,014.00",0.13,0.10,0.08,0.07,0.18,0.17,0.17,0.12,0.03,0.15,0.05,0.05,0.03,0.07,0.03,0.05
andre001,"2,015.00",0.15,0.10,0.13,0.18,0.13,0.10,0.13,0.15,0.00,0.13,0.12,0.08,0.05,0.05,0.03,0.03
andre001,"2,016.00",0.13,0.08,0.10,0.12,0.15,0.13,0.08,0.08,0.07,0.02,0.10,0.07,0.08,0.10,0.07,0.10
aokin001,"2,012.00",0.10,0.13,0.07,0.12,0.12,0.07,0.08,0.05,0.08,0.05,0.05,0.07,0.13,0.05,0.05,0.08
aokin001,"2,013.00",0.05,0.08,0.05,0.02,0.05,0.03,0.07,0.08,0.10,0.08,0.05,0.05,0.10,0.10,0.03,0.02
aokin001,"2,014.00",0.18,0.10,0.07,0.12,0.03,0.07,0.07,0.07,0.08,0.05,0.07,0.08,0.07,0.10,0.10,0.05
aokin001,"2,016.00",0.13,0.12,0.13,0.05,0.08,0.03,0.12,0.08,0.02,0.18,0.10,0.05,0.03,0.02,0.07,0.10
arenj001,"2,013.00",0.37,0.33,0.27,0.28,0.22,0.25,0.28,0.27,0.02,0.02,0.02,0.05,0.05,0.07,0.05,0.03
arenn001,"2,013.00",0.12,0.12,0.12,0.17,0.12,0.07,0.18,0.15,0.03,0.07,0.05,0.05,0.03,0.03,0.05,0.00
arenn001,"2,014.00",0.13,0.08,0.13,0.15,0.12,0.12,0.10,0.13,0.02,0.03,0.07,0.02,0.05,0.12,0.07,0.03
arenn001,"2,015.00",0.05,0.13,0.17,0.20,0.13,0.08,0.22,0.18,0.05,0.00,0.05,0.02,0.02,0.00,0.03,0.05
arenn001,"2,016.00",0.07,0.12,0.08,0.15,0.12,0.25,0.15,0.12,0.07,0.10,0.12,0.08,0.08,0.08,0.07,0.03
avilm001,"2,012.00",0.15,0.08,0.13,0.17,0.13,0.15,0.18,0.13,0.05,0.05,0.02,0.00,0.03,0.05,0.05,0.07
aybae001,"2,012.00",0.17,0.13,0.10,0.07,0.10,0.07,0.17,0.07,0.05,0.02,0.03,0.03,0.07,0.07,0.02,0.03
aybae001,"2,013.00",0.10,0.07,0.07,0.12,0.12,0.07,0.07,0.13,0.02,0.03,0.02,0.03,0.03,0.10,0.05,0.05
aybae001,"2,014.00",0.10,0.10,0.07,0.08,0.08,0.12,0.07,0.12,0.08,0.00,0.07,0.05,0.07,0.02,0.03,0.05
aybae001,"2,015.00",0.13,0.15,0.13,0.18,0.08,0.08,0.08,0.07,0.08,0.03,0.03,0.05,0.05,0.03,0.03,0.02
barmc001,"2,012.00",0.20,0.33,0.17,0.22,0.12,0.18,0.32,0.18,0.02,0.00,0.02,0.03,0.02,0.03,0.03,0.12
barnd001,"2,012.00",0.12,0.13,0.08,0.05,0.03,0.08,0.13,0.15,0.05,0.03,0.07,0.08,0.02,0.05,0.00,0.07
barnd001,"2,013.00",0.10,0.08,0.20,0.05,0.08,0.10,0.17,0.10,0.10,0.03,0.07,0.02,0.02,0.02,0.07,0.10
bautj002,"2,013.00",0.22,0.17,0.15,0.15,0.20,0.12,0.17,0.13,0.12,0.17,0.18,0.07,0.07,0.17,0.08,0.10
bautj002,"2,014.00",0.15,0.18,0.12,0.17,0.10,0.10,0.20,0.12,0.27,0.17,0.12,0.10,0.13,0.15,0.05,0.10
bautj002,"2,015.00",0.20,0.23,0.10,0.12,0.13,0.15,0.10,0.17,0.18,0.15,0.20,0.13,0.18,0.22,0.05,0.03
bautj002,"2,016.00",0.25,0.15,0.13,0.12,0.17,0.23,0.25,0.22,0.22,0.15,0.13,0.15,0.13,0.17,0.07,0.25
beckg001,"2,012.00",0.22,0.18,0.08,0.10,0.13,0.22,0.10,0.20,0.07,0.03,0.07,0.02,0.10,0.05,0.05,0.05
beckg001,"2,014.00",0.15,0.15,0.17,0.13,0.17,0.18,0.17,0.13,0.05,0.03,0.05,0.07,0.07,0.02,0.02,0.03
belta001,"2,012.00",0.07,0.10,0.12,0.20,0.08,0.12,0.12,0.10,0.05,0.02,0.02,0.05,0.07,0.05,0.03,0.08
belta001,"2,013.00",0.08,0.10,0.08,0.12,0.12,0.15,0.05,0.08,0.03,0.07,0.03,0.08,0.07,0.00,0.02,0.05
belta001,"2,014.00",0.12,0.25,0.10,0.05,0.08,0.18,0.03,0.07,0.12,0.05,0.08,0.00,0.05,0.03,0.05,0.12
belta001,"2,015.00",0.07,0.13,0.10,0.10,0.12,0.08,0.08,0.08,0.03,0.05,0.03,0.02,0.05,0.07,0.08,0.05
belta001,"2,016.00",0.05,0.12,0.10,0.13,0.12,0.15,0.08,0.07,0.05,0.07,0.03,0.08,0.02,0.10,0.05,0.05
beltb001,"2,012.00",0.22,0.25,0.18,0.28,0.33,0.12,0.15,0.17,0.12,0.13,0.15,0.08,0.10,0.10,0.03,0.07
beltb001,"2,013.00",0.20,0.27,0.15,0.17,0.22,0.30,0.23,0.17,0.07,0.08,0.13,0.03,0.07,0.10,0.12,0.08
beltb001,"2,015.00",0.27,0.25,0.27,0.27,0.30,0.22,0.30,0.22,0.10,0.07,0.08,0.08,0.10,0.13,0.07,0.12
beltb001,"2,016.00",0.13,0.13,0.23,0.12,0.25,0.20,0.33,0.23,0.10,0.22,0.17,0.12,0.08,0.12,0.15,0.25
beltc001,"2,012.00",0.20,0.25,0.13,0.20,0.10,0.12,0.25,0.25,0.12,0.15,0.08,0.05,0.05,0.10,0.00,0.02
beltc001,"2,013.00",0.18,0.15,0.15,0.18,0.13,0.20,0.17,0.08,0.05,0.05,0.07,0.03,0.08,0.02,0.05,0.03
beltc001,"2,015.00",0.27,0.17,0.10,0.20,0.17,0.12,0.22,0.12,0.07,0.03,0.03,0.08,0.12,0.13,0.08,0.05
beltc001,"2,016.00",0.25,0.20,0.15,0.17,0.13,0.12,0.18,0.13,0.02,0.03,0.08,0.05,0.07,0.03,0.03,0.05
bettm001,"2,015.00",0.18,0.13,0.07,0.08,0.10,0.08,0.18,0.08,0.08,0.10,0.05,0.07,0.03,0.07,0.08,0.03
bettm001,"2,016.00",0.25,0.12,0.10,0.12,0.10,0.17,0.07,0.07,0.02,0.07,0.07,0.07,0.10,0.03,0.05,0.08
blacc001,"2,014.00",0.05,0.08,0.13,0.15,0.13,0.15,0.18,0.25,0.05,0.07,0.02,0.08,0.05,0.03,0.02,0.03
blacc001,"2,015.00",0.23,0.15,0.22,0.13,0.20,0.12,0.13,0.17,0.12,0.00,0.05,0.12,0.03,0.12,0.07,0.05
blacc001,"2,016.00",0.13,0.12,0.12,0.18,0.17,0.18,0.22,0.08,0.10,0.05,0.07,0.12,0.07,0.02,0.05,0.05
blang001,"2,013.00",0.18,0.15,0.20,0.25,0.18,0.15,0.13,0.17,0.12,0.08,0.03,0.05,0.10,0.10,0.12,0.05
boesb001,"2,012.00",0.17,0.27,0.13,0.13,0.20,0.17,0.23,0.32,0.02,0.02,0.07,0.03,0.07,0.03,0.03,0.10
bogax001,"2,014.00",0.22,0.22,0.22,0.20,0.22,0.32,0.23,0.25,0.12,0.15,0.07,0.07,0.03,0.03,0.03,0.03
bogax001,"2,015.00",0.17,0.15,0.08,0.17,0.12,0.18,0.18,0.12,0.10,0.05,0.03,0.03,0.02,0.03,0.00,0.05
bogax001,"2,016.00",0.20,0.08,0.18,0.13,0.13,0.13,0.13,0.17,0.05,0.12,0.05,0.08,0.05,0.10,0.12,0.05
bourm001,"2,012.00",0.15,0.15,0.18,0.22,0.25,0.20,0.23,0.33,0.10,0.08,0.07,0.03,0.07,0.07,0.13,0.03
bourm001,"2,013.00",0.22,0.23,0.30,0.20,0.18,0.15,0.25,0.27,0.05,0.07,0.03,0.10,0.02,0.13,0.03,0.10
bourm001,"2,014.00",0.25,0.27,0.18,0.23,0.15,0.27,0.27,0.23,0.05,0.05,0.10,0.03,0.07,0.13,0.07,0.07
bourm001,"2,015.00",0.22,0.17,0.22,0.28,0.27,0.20,0.23,0.17,0.08,0.12,0.08,0.08,0.07,0.08,0.12,0.12
bradj001,"2,016.00",0.23,0.23,0.10,0.17,0.18,0.25,0.15,0.30,0.05,0.07,0.12,0.12,0.12,0.08,0.05,0.10
branm003,"2,012.00",0.08,0.08,0.10,0.17,0.03,0.07,0.12,0.07,0.08,0.03,0.02,0.05,0.03,0.12,0.13,0.07
branm003,"2,013.00",0.13,0.13,0.10,0.08,0.13,0.08,0.12,0.08,0.10,0.03,0.05,0.08,0.03,0.12,0.07,0.05
branm003,"2,014.00",0.10,0.05,0.12,0.07,0.12,0.05,0.05,0.10,0.10,0.07,0.10,0.05,0.07,0.10,0.03,0.08
branm003,"2,015.00",0.05,0.03,0.10,0.08,0.10,0.07,0.07,0.13,0.07,0.12,0.13,0.08,0.05,0.08,0.15,0.03
braur002,"2,012.00",0.25,0.22,0.08,0.18,0.15,0.17,0.22,0.23,0.07,0.05,0.12,0.10,0.08,0.05,0.05,0.07
braur002,"2,014.00",0.20,0.15,0.08,0.23,0.20,0.22,0.20,0.18,0.03,0.07,0.03,0.05,0.08,0.08,0.03,0.07
braur002,"2,015.00",0.18,0.22,0.18,0.18,0.27,0.18,0.27,0.17,0.03,0.13,0.10,0.07,0.08,0.03,0.10,0.08
braur002,"2,016.00",0.15,0.12,0.13,0.20,0.13,0.18,0.15,0.20,0.10,0.05,0.10,0.03,0.00,0.08,0.12,0.03
browd004,"2,013.00",0.18,0.18,0.15,0.22,0.20,0.18,0.15,0.15,0.05,0.07,0.00,0.03,0.08,0.05,0.05,0.08
browd004,"2,014.00",0.18,0.20,0.12,0.20,0.15,0.22,0.18,0.17,0.08,0.03,0.03,0.05,0.08,0.05,0.08,0.05
brucj001,"2,012.00",0.25,0.13,0.35,0.23,0.13,0.18,0.17,0.33,0.02,0.08,0.07,0.15,0.10,0.07,0.10,0.08
brucj001,"2,013.00",0.30,0.28,0.30,0.23,0.25,0.25,0.25,0.27,0.00,0.13,0.02,0.07,0.05,0.07,0.05,0.07
brucj001,"2,014.00",0.22,0.25,0.42,0.18,0.23,0.30,0.20,0.28,0.20,0.12,0.02,0.12,0.00,0.08,0.07,0.05
brucj001,"2,015.00",0.28,0.25,0.18,0.23,0.15,0.18,0.15,0.28,0.12,0.12,0.08,0.17,0.07,0.07,0.05,0.02
brucj001,"2,016.00",0.22,0.25,0.18,0.12,0.22,0.17,0.23,0.18,0.02,0.07,0.08,0.03,0.05,0.05,0.10,0.10
bryak001,"2,015.00",0.22,0.38,0.22,0.28,0.33,0.28,0.33,0.27,0.17,0.17,0.08,0.13,0.08,0.15,0.08,0.15
bryak001,"2,016.00",0.20,0.18,0.22,0.22,0.30,0.23,0.22,0.25,0.10,0.12,0.08,0.08,0.08,0.10,0.12,0.12
burnb002,"2,015.00",0.10,0.20,0.18,0.05,0.13,0.15,0.25,0.10,0.05,0.05,0.03,0.03,0.03,0.08,0.05,0.03
butlb003,"2,012.00",0.13,0.13,0.17,0.22,0.10,0.12,0.17,0.15,0.05,0.00,0.10,0.07,0.08,0.12,0.07,0.10
butlb003,"2,013.00",0.13,0.12,0.17,0.15,0.18,0.20,0.10,0.12,0.15,0.12,0.05,0.17,0.10,0.12,0.07,0.12
butlb003,"2,014.00",0.17,0.20,0.18,0.12,0.12,0.22,0.17,0.10,0.10,0.03,0.07,0.08,0.08,0.05,0.05,0.02
butlb003,"2,015.00",0.15,0.13,0.17,0.13,0.18,0.20,0.17,0.15,0.10,0.03,0.03,0.05,0.13,0.07,0.02,0.15
byrdm001,"2,013.00",0.28,0.28,0.32,0.25,0.25,0.28,0.15,0.25,0.03,0.07,0.10,0.03,0.00,0.07,0.07,0.02
byrdm001,"2,014.00",0.27,0.28,0.25,0.32,0.25,0.28,0.32,0.25,0.02,0.03,0.07,0.12,0.03,0.05,0.03,0.03
byrdm001,"2,015.00",0.30,0.22,0.20,0.17,0.30,0.27,0.32,0.28,0.00,0.13,0.10,0.03,0.00,0.07,0.03,0.03
cabra002,"2,012.00",0.05,0.10,0.12,0.12,0.22,0.20,0.28,0.13,0.08,0.13,0.10,0.07,0.12,0.05,0.02,0.03
cabra002,"2,013.00",0.28,0.13,0.22,0.28,0.23,0.10,0.20,0.15,0.08,0.08,0.03,0.03,0.10,0.03,0.02,0.08
cabra002,"2,014.00",0.15,0.17,0.15,0.20,0.17,0.23,0.20,0.15,0.07,0.07,0.12,0.03,0.08,0.02,0.05,0.08
cabra002,"2,015.00",0.22,0.25,0.25,0.13,0.13,0.27,0.15,0.20,0.03,0.08,0.05,0.03,0.03,0.07,0.05,0.13
cabra002,"2,016.00",0.18,0.15,0.22,0.28,0.12,0.18,0.20,0.22,0.07,0.03,0.02,0.08,0.07,0.03,0.02,0.07
cabrm001,"2,012.00",0.13,0.12,0.15,0.13,0.12,0.13,0.07,0.13,0.08,0.03,0.03,0.07,0.07,0.08,0.08,0.08
cabrm001,"2,013.00",0.10,0.13,0.13,0.18,0.17,0.18,0.12,0.15,0.08,0.12,0.08,0.08,0.15,0.10,0.10,0.17
cabrm001,"2,014.00",0.20,0.13,0.17,0.12,0.15,0.12,0.18,0.17,0.07,0.05,0.03,0.07,0.13,0.05,0.10,0.10
cabrm001,"2,015.00",0.13,0.18,0.15,0.18,0.15,0.17,0.15,0.13,0.08,0.15,0.10,0.07,0.17,0.17,0.08,0.12
cabrm001,"2,016.00",0.22,0.13,0.10,0.13,0.20,0.20,0.15,0.18,0.08,0.10,0.10,0.08,0.05,0.12,0.07,0.08
cabrm002,"2,012.00",0.08,0.13,0.13,0.12,0.15,0.10,0.12,0.13,0.08,0.08,0.05,0.05,0.02,0.08,0.05,0.07
cabrm002,"2,014.00",0.15,0.17,0.13,0.05,0.13,0.05,0.08,0.12,0.00,0.07,0.07,0.10,0.02,0.10,0.05,0.10
cabrm002,"2,015.00",0.12,0.03,0.08,0.18,0.13,0.10,0.23,0.13,0.02,0.13,0.05,0.00,0.05,0.08,0.05,0.05
cabrm002,"2,016.00",0.05,0.08,0.13,0.10,0.17,0.08,0.13,0.15,0.07,0.13,0.08,0.03,0.03,0.03,0.07,0.05
cainl001,"2,014.00",0.15,0.22,0.17,0.20,0.27,0.23,0.22,0.22,0.03,0.08,0.02,0.02,0.02,0.07,0.07,0.07
cainl001,"2,015.00",0.13,0.20,0.22,0.18,0.13,0.08,0.18,0.13,0.08,0.00,0.03,0.07,0.10,0.07,0.05,0.02
calhk001,"2,014.00",0.20,0.25,0.15,0.15,0.18,0.13,0.22,0.20,0.07,0.10,0.07,0.12,0.03,0.07,0.05,0.05
calhk001,"2,015.00",0.22,0.20,0.20,0.22,0.13,0.27,0.27,0.25,0.07,0.08,0.05,0.10,0.07,0.03,0.07,0.08
calhk001,"2,016.00",0.20,0.10,0.25,0.10,0.25,0.13,0.12,0.18,0.07,0.12,0.10,0.13,0.07,0.03,0.18,0.12
calla001,"2,012.00",0.17,0.13,0.02,0.15,0.08,0.10,0.07,0.13,0.05,0.07,0.13,0.10,0.12,0.18,0.17,0.03
calla001,"2,013.00",0.12,0.08,0.03,0.05,0.05,0.08,0.12,0.13,0.08,0.07,0.12,0.08,0.05,0.15,0.15,0.10
canhm001,"2,015.00",0.23,0.23,0.12,0.22,0.17,0.25,0.22,0.12,0.07,0.08,0.10,0.02,0.07,0.03,0.08,0.05
canor001,"2,012.00",0.05,0.18,0.13,0.17,0.13,0.15,0.15,0.08,0.10,0.02,0.10,0.07,0.07,0.05,0.05,0.03
canor001,"2,013.00",0.17,0.12,0.12,0.17,0.15,0.10,0.03,0.23,0.07,0.05,0.02,0.07,0.12,0.12,0.12,0.08
canor001,"2,014.00",0.10,0.17,0.08,0.08,0.10,0.13,0.10,0.08,0.05,0.05,0.03,0.05,0.08,0.08,0.07,0.07
canor001,"2,015.00",0.15,0.13,0.20,0.18,0.15,0.18,0.13,0.13,0.03,0.05,0.05,0.05,0.05,0.03,0.05,0.08
canor001,"2,016.00",0.15,0.12,0.17,0.08,0.17,0.18,0.18,0.07,0.08,0.07,0.02,0.12,0.03,0.07,0.07,0.05
carpm002,"2,013.00",0.13,0.15,0.12,0.10,0.13,0.15,0.07,0.17,0.08,0.08,0.17,0.10,0.08,0.03,0.12,0.07
carpm002,"2,014.00",0.18,0.23,0.18,0.10,0.12,0.12,0.15,0.25,0.17,0.10,0.12,0.08,0.12,0.12,0.12,0.13
carpm002,"2,015.00",0.10,0.18,0.25,0.18,0.23,0.18,0.17,0.18,0.08,0.10,0.07,0.18,0.15,0.13,0.10,0.13
carpm002,"2,016.00",0.17,0.23,0.15,0.20,0.10,0.18,0.20,0.23,0.17,0.13,0.12,0.08,0.23,0.17,0.12,0.07
carrj001,"2,012.00",0.13,0.10,0.08,0.10,0.13,0.17,0.10,0.15,0.10,0.12,0.08,0.07,0.12,0.08,0.12,0.10
cartc002,"2,013.00",0.35,0.47,0.30,0.35,0.30,0.33,0.35,0.40,0.10,0.08,0.15,0.08,0.08,0.18,0.12,0.10
cartc002,"2,014.00",0.35,0.28,0.27,0.28,0.42,0.25,0.25,0.37,0.13,0.08,0.07,0.08,0.02,0.12,0.05,0.07
cartc002,"2,016.00",0.28,0.25,0.47,0.23,0.32,0.32,0.37,0.23,0.12,0.07,0.07,0.08,0.15,0.12,0.08,0.15
castj006,"2,013.00",0.22,0.28,0.25,0.20,0.13,0.30,0.33,0.23,0.02,0.08,0.07,0.10,0.10,0.07,0.10,0.13
castj006,"2,014.00",0.23,0.35,0.33,0.18,0.30,0.27,0.28,0.27,0.08,0.08,0.03,0.05,0.12,0.00,0.07,0.08
castn001,"2,014.00",0.15,0.28,0.22,0.22,0.15,0.28,0.30,0.18,0.07,0.00,0.10,0.03,0.12,0.05,0.07,0.03
castn001,"2,015.00",0.23,0.32,0.18,0.23,0.23,0.20,0.32,0.15,0.10,0.02,0.07,0.07,0.02,0.12,0.08,0.10
casts001,"2,012.00",0.10,0.15,0.13,0.25,0.22,0.10,0.10,0.17,0.05,0.00,0.02,0.03,0.00,0.05,0.03,0.07
casts001,"2,013.00",0.17,0.15,0.17,0.15,0.23,0.18,0.17,0.20,0.02,0.03,0.07,0.03,0.03,0.02,0.05,0.05
casts001,"2,014.00",0.13,0.10,0.15,0.17,0.23,0.25,0.15,0.15,0.02,0.05,0.07,0.07,0.05,0.03,0.10,0.07
casts001,"2,015.00",0.13,0.22,0.20,0.12,0.13,0.07,0.27,0.10,0.03,0.02,0.05,0.02,0.02,0.05,0.02,0.02
casts001,"2,016.00",0.12,0.13,0.25,0.17,0.18,0.18,0.25,0.25,0.07,0.03,0.02,0.05,0.03,0.07,0.02,0.05
castw002,"2,016.00",0.23,0.22,0.22,0.37,0.22,0.30,0.22,0.25,0.07,0.05,0.03,0.07,0.05,0.08,0.07,0.08
cervf001,"2,015.00",0.22,0.17,0.17,0.18,0.22,0.12,0.13,0.18,0.03,0.10,0.12,0.08,0.03,0.05,0.17,0.13
cespy001,"2,012.00",0.28,0.20,0.20,0.13,0.17,0.22,0.17,0.17,0.10,0.05,0.05,0.05,0.05,0.08,0.03,0.05
cespy001,"2,013.00",0.28,0.22,0.15,0.25,0.33,0.12,0.27,0.25,0.10,0.03,0.07,0.05,0.03,0.13,0.07,0.03
cespy001,"2,014.00",0.13,0.20,0.20,0.22,0.22,0.08,0.20,0.17,0.07,0.13,0.05,0.02,0.05,0.07,0.03,0.02
cespy001,"2,015.00",0.22,0.23,0.20,0.25,0.17,0.20,0.15,0.15,0.02,0.05,0.05,0.07,0.03,0.00,0.07,0.00
cespy001,"2,016.00",0.32,0.10,0.20,0.32,0.25,0.18,0.12,0.12,0.10,0.10,0.07,0.07,0.10,0.08,0.03,0.07
chisl001,"2,014.00",0.20,0.15,0.05,0.22,0.13,0.23,0.23,0.20,0.05,0.07,0.03,0.10,0.10,0.08,0.05,0.03
choos001,"2,012.00",0.20,0.18,0.15,0.25,0.23,0.22,0.17,0.27,0.15,0.10,0.10,0.08,0.05,0.12,0.07,0.10
choos001,"2,013.00",0.17,0.15,0.23,0.25,0.20,0.25,0.10,0.15,0.08,0.17,0.15,0.15,0.12,0.15,0.13,0.12
choos001,"2,014.00",0.22,0.13,0.33,0.10,0.22,0.25,0.33,0.27,0.20,0.12,0.07,0.20,0.08,0.07,0.07,0.07
choos001,"2,015.00",0.22,0.32,0.20,0.15,0.23,0.22,0.23,0.25,0.12,0.07,0.05,0.13,0.07,0.07,0.10,0.17
coghc001,"2,015.00",0.18,0.22,0.18,0.15,0.13,0.12,0.20,0.17,0.07,0.08,0.07,0.07,0.20,0.07,0.08,0.12
corrc001,"2,016.00",0.15,0.27,0.23,0.27,0.27,0.10,0.20,0.13,0.10,0.17,0.10,0.03,0.12,0.15,0.07,0.17
cozaz001,"2,012.00",0.18,0.18,0.30,0.17,0.20,0.13,0.17,0.10,0.08,0.07,0.03,0.07,0.03,0.05,0.05,0.05
cozaz001,"2,013.00",0.13,0.10,0.12,0.17,0.20,0.15,0.22,0.23,0.02,0.05,0.05,0.03,0.02,0.05,0.03,0.08
cozaz001,"2,014.00",0.15,0.15,0.10,0.20,0.13,0.15,0.17,0.08,0.02,0.05,0.00,0.02,0.08,0.08,0.03,0.03
cozaz001,"2,016.00",0.08,0.17,0.10,0.17,0.15,0.17,0.20,0.15,0.02,0.02,0.05,0.05,0.13,0.07,0.07,0.02
craia001,"2,012.00",0.22,0.17,0.22,0.20,0.15,0.15,0.18,0.13,0.08,0.08,0.13,0.05,0.07,0.12,0.00,0.05
