batter_a,year,strikeout_mean.1.00,strikeout_mean.2.00,strikeout_mean.3.00,strikeout_mean.4.00,strikeout_mean.5.00,strikeout_mean.6.00,strikeout_mean.7.00,strikeout_mean.8.00,walk_mean.1.00,walk_mean.2.00,walk_mean.3.00,walk_mean.4.00,walk_mean.5.00,walk_mean.6.00,walk_mean.7.00,walk_mean.8.00
granc001,"2,016.00",0.22,0.18,0.32,0.25,0.15,0.18,0.15,0.25,0.12,0.08,0.07,0.08,0.07,0.17,0.08,0.08
gregd001,"2,015.00",0.18,0.20,0.10,0.15,0.13,0.12,0.12,0.17,0.05,0.07,0.07,0.03,0.07,0.02,0.03,0.07
gregd001,"2,016.00",0.15,0.12,0.07,0.10,0.12,0.18,0.17,0.23,0.02,0.03,0.05,0.05,0.02,0.02,0.02,0.03
gricr001,"2,016.00",0.27,0.18,0.23,0.23,0.42,0.33,0.28,0.37,0.15,0.05,0.07,0.03,0.07,0.02,0.03,0.05
gyorj001,"2,013.00",0.17,0.18,0.25,0.18,0.27,0.28,0.25,0.27,0.13,0.03,0.10,0.03,0.02,0.03,0.00,0.03
hamib001,"2,014.00",0.20,0.12,0.23,0.13,0.17,0.23,0.23,0.18,0.05,0.03,0.07,0.05,0.02,0.05,0.02,0.05
hamij003,"2,012.00",0.12,0.22,0.23,0.18,0.33,0.18,0.32,0.18,0.05,0.07,0.07,0.08,0.05,0.12,0.05,0.05
hamij003,"2,013.00",0.28,0.25,0.23,0.25,0.20,0.25,0.27,0.23,0.07,0.03,0.05,0.10,0.05,0.10,0.02,0.08
hardj003,"2,012.00",0.15,0.13,0.10,0.17,0.13,0.17,0.17,0.10,0.10,0.03,0.05,0.05,0.02,0.00,0.05,0.10
hardj003,"2,013.00",0.18,0.08,0.03,0.15,0.12,0.13,0.10,0.12,0.07,0.03,0.03,0.07,0.07,0.02,0.05,0.10
hardj003,"2,014.00",0.18,0.08,0.15,0.15,0.20,0.18,0.33,0.13,0.03,0.03,0.05,0.05,0.02,0.03,0.07,0.07
harpb003,"2,012.00",0.15,0.15,0.18,0.28,0.18,0.18,0.25,0.20,0.10,0.13,0.10,0.07,0.07,0.10,0.13,0.02
harpb003,"2,013.00",0.18,0.10,0.20,0.20,0.23,0.20,0.22,0.15,0.07,0.17,0.13,0.15,0.08,0.08,0.13,0.12
harpb003,"2,015.00",0.32,0.25,0.12,0.13,0.15,0.28,0.17,0.20,0.10,0.25,0.18,0.15,0.12,0.15,0.10,0.22
harpb003,"2,016.00",0.10,0.28,0.17,0.15,0.15,0.07,0.20,0.20,0.12,0.13,0.32,0.03,0.12,0.13,0.13,0.18
harrj002,"2,014.00",0.18,0.10,0.10,0.18,0.13,0.22,0.12,0.17,0.03,0.07,0.05,0.03,0.05,0.07,0.02,0.02
harrj002,"2,016.00",0.12,0.15,0.10,0.10,0.18,0.18,0.17,0.12,0.05,0.03,0.03,0.03,0.02,0.02,0.03,0.05
hartc001,"2,012.00",0.25,0.30,0.28,0.23,0.33,0.15,0.23,0.25,0.08,0.08,0.05,0.02,0.05,0.08,0.03,0.03
headc001,"2,012.00",0.20,0.25,0.23,0.17,0.23,0.20,0.28,0.23,0.18,0.17,0.13,0.10,0.12,0.07,0.07,0.17
headc001,"2,013.00",0.23,0.20,0.22,0.17,0.27,0.20,0.27,0.28,0.13,0.08,0.07,0.10,0.08,0.08,0.15,0.03
headc001,"2,014.00",0.22,0.28,0.23,0.22,0.22,0.20,0.30,0.15,0.05,0.17,0.03,0.12,0.00,0.07,0.13,0.13
headc001,"2,015.00",0.25,0.22,0.17,0.22,0.17,0.27,0.12,0.12,0.08,0.03,0.08,0.03,0.07,0.12,0.05,0.10
headc001,"2,016.00",0.20,0.15,0.28,0.18,0.28,0.30,0.25,0.13,0.17,0.05,0.08,0.07,0.12,0.07,0.08,0.05
hecha001,"2,013.00",0.13,0.15,0.13,0.15,0.18,0.15,0.20,0.15,0.07,0.05,0.08,0.02,0.02,0.05,0.07,0.05
hecha001,"2,014.00",0.10,0.23,0.15,0.13,0.18,0.13,0.08,0.13,0.03,0.08,0.05,0.00,0.02,0.03,0.05,0.03
hecha001,"2,015.00",0.13,0.23,0.10,0.13,0.20,0.17,0.17,0.10,0.03,0.02,0.03,0.05,0.03,0.03,0.03,0.05
hecha001,"2,016.00",0.15,0.08,0.13,0.10,0.10,0.12,0.10,0.23,0.07,0.02,0.02,0.03,0.03,0.05,0.03,0.15
hernc005,"2,016.00",0.20,0.10,0.20,0.27,0.17,0.15,0.22,0.18,0.03,0.08,0.08,0.02,0.03,0.05,0.20,0.10
herro001,"2,015.00",0.22,0.23,0.30,0.25,0.17,0.18,0.20,0.25,0.07,0.02,0.03,0.03,0.02,0.03,0.07,0.12
herro001,"2,016.00",0.20,0.10,0.17,0.23,0.17,0.13,0.25,0.15,0.20,0.17,0.08,0.08,0.07,0.07,0.03,0.07
heywj001,"2,012.00",0.23,0.18,0.30,0.20,0.18,0.28,0.27,0.32,0.10,0.15,0.05,0.08,0.05,0.10,0.13,0.10
heywj001,"2,014.00",0.22,0.23,0.13,0.17,0.10,0.13,0.12,0.15,0.17,0.03,0.15,0.08,0.03,0.20,0.05,0.10
heywj001,"2,015.00",0.18,0.17,0.22,0.15,0.15,0.12,0.13,0.13,0.02,0.12,0.03,0.03,0.08,0.12,0.07,0.10
heywj001,"2,016.00",0.22,0.17,0.22,0.25,0.10,0.08,0.13,0.15,0.10,0.15,0.12,0.08,0.07,0.10,0.07,0.02
hilla001,"2,012.00",0.13,0.18,0.15,0.15,0.05,0.15,0.13,0.13,0.12,0.05,0.07,0.05,0.05,0.00,0.10,0.03
hilla001,"2,014.00",0.22,0.17,0.15,0.13,0.18,0.15,0.17,0.25,0.07,0.02,0.12,0.03,0.00,0.02,0.03,0.07
hollm001,"2,012.00",0.17,0.20,0.20,0.20,0.13,0.10,0.22,0.17,0.03,0.12,0.13,0.15,0.10,0.13,0.10,0.08
hollm001,"2,013.00",0.13,0.10,0.13,0.20,0.17,0.12,0.17,0.12,0.10,0.08,0.07,0.12,0.07,0.12,0.10,0.10
hollm001,"2,014.00",0.15,0.12,0.23,0.10,0.12,0.13,0.18,0.22,0.13,0.08,0.10,0.08,0.20,0.07,0.10,0.07
holtb002,"2,014.00",0.13,0.27,0.15,0.18,0.15,0.25,0.13,0.28,0.08,0.05,0.05,0.08,0.05,0.08,0.10,0.05
holtb002,"2,015.00",0.17,0.25,0.18,0.22,0.22,0.17,0.13,0.12,0.10,0.10,0.15,0.12,0.07,0.02,0.10,0.05
hosme001,"2,012.00",0.13,0.12,0.08,0.13,0.08,0.22,0.23,0.17,0.10,0.07,0.05,0.08,0.10,0.05,0.10,0.10
hosme001,"2,013.00",0.18,0.18,0.13,0.12,0.12,0.05,0.13,0.17,0.12,0.05,0.07,0.05,0.07,0.03,0.05,0.03
hosme001,"2,014.00",0.10,0.13,0.13,0.18,0.23,0.20,0.08,0.22,0.08,0.05,0.03,0.05,0.05,0.03,0.12,0.00
hosme001,"2,015.00",0.12,0.22,0.17,0.22,0.10,0.18,0.18,0.03,0.07,0.15,0.08,0.05,0.05,0.05,0.03,0.08
hosme001,"2,016.00",0.13,0.18,0.18,0.20,0.15,0.28,0.20,0.20,0.05,0.08,0.12,0.05,0.10,0.07,0.05,0.08
howar001,"2,014.00",0.28,0.25,0.28,0.32,0.32,0.22,0.25,0.20,0.15,0.02,0.08,0.02,0.08,0.07,0.12,0.10
howar001,"2,015.00",0.30,0.20,0.32,0.25,0.28,0.23,0.22,0.28,0.05,0.05,0.02,0.05,0.07,0.00,0.08,0.03
huntt001,"2,012.00",0.25,0.22,0.22,0.23,0.15,0.25,0.23,0.17,0.10,0.05,0.10,0.05,0.03,0.07,0.00,0.05
huntt001,"2,013.00",0.15,0.12,0.17,0.15,0.20,0.13,0.23,0.18,0.00,0.10,0.03,0.08,0.02,0.03,0.03,0.00
huntt001,"2,014.00",0.12,0.17,0.17,0.18,0.03,0.17,0.17,0.18,0.03,0.02,0.05,0.02,0.03,0.05,0.08,0.03
huntt001,"2,015.00",0.15,0.23,0.15,0.10,0.15,0.18,0.20,0.33,0.05,0.07,0.10,0.08,0.03,0.05,0.07,0.07
ibanr001,"2,013.00",0.25,0.20,0.27,0.23,0.22,0.27,0.28,0.30,0.07,0.05,0.05,0.07,0.07,0.10,0.12,0.12
iglej001,"2,016.00",0.07,0.18,0.12,0.08,0.03,0.07,0.05,0.13,0.10,0.03,0.05,0.10,0.05,0.03,0.02,0.03
incie001,"2,015.00",0.05,0.13,0.15,0.12,0.10,0.13,0.08,0.03,0.02,0.05,0.03,0.03,0.02,0.02,0.12,0.10
incie001,"2,016.00",0.17,0.07,0.08,0.10,0.13,0.08,0.10,0.13,0.08,0.10,0.05,0.07,0.05,0.05,0.05,0.10
infao001,"2,012.00",0.10,0.12,0.13,0.23,0.02,0.10,0.12,0.15,0.03,0.05,0.03,0.02,0.03,0.03,0.03,0.03
infao001,"2,013.00",0.07,0.10,0.08,0.13,0.10,0.08,0.08,0.08,0.02,0.05,0.07,0.07,0.03,0.00,0.03,0.05
infao001,"2,014.00",0.10,0.05,0.12,0.15,0.15,0.07,0.10,0.10,0.07,0.08,0.03,0.07,0.05,0.03,0.02,0.03
jacka001,"2,012.00",0.28,0.10,0.18,0.25,0.30,0.22,0.22,0.22,0.13,0.08,0.12,0.17,0.07,0.12,0.13,0.07
jacka001,"2,013.00",0.08,0.22,0.25,0.15,0.30,0.25,0.25,0.13,0.08,0.10,0.07,0.20,0.03,0.10,0.05,0.08
jacka001,"2,014.00",0.20,0.10,0.17,0.23,0.25,0.28,0.17,0.20,0.08,0.17,0.07,0.07,0.08,0.05,0.05,0.08
jacka001,"2,015.00",0.18,0.22,0.20,0.23,0.17,0.30,0.30,0.25,0.07,0.05,0.03,0.07,0.05,0.07,0.05,0.03
jay-j001,"2,012.00",0.07,0.12,0.17,0.22,0.05,0.13,0.18,0.20,0.05,0.05,0.10,0.08,0.08,0.03,0.07,0.03
jay-j001,"2,013.00",0.17,0.15,0.15,0.22,0.12,0.13,0.23,0.17,0.03,0.10,0.07,0.05,0.08,0.07,0.07,0.05
jennd002,"2,012.00",0.22,0.15,0.18,0.27,0.20,0.13,0.20,0.22,0.08,0.08,0.05,0.10,0.07,0.07,0.07,0.07
jennd002,"2,013.00",0.18,0.32,0.18,0.13,0.18,0.15,0.10,0.33,0.08,0.10,0.07,0.08,0.07,0.10,0.12,0.08
jennd002,"2,014.00",0.23,0.15,0.22,0.22,0.18,0.18,0.22,0.20,0.15,0.08,0.07,0.12,0.07,0.13,0.08,0.05
jeted001,"2,012.00",0.07,0.17,0.10,0.10,0.13,0.15,0.13,0.13,0.03,0.10,0.08,0.05,0.07,0.07,0.02,0.03
jeted001,"2,014.00",0.18,0.17,0.13,0.10,0.10,0.08,0.20,0.10,0.10,0.07,0.05,0.05,0.05,0.05,0.08,0.03
johnc003,"2,012.00",0.27,0.25,0.20,0.22,0.33,0.18,0.20,0.27,0.00,0.05,0.05,0.08,0.05,0.08,0.08,0.02
johnc003,"2,013.00",0.15,0.33,0.20,0.18,0.22,0.15,0.20,0.25,0.03,0.05,0.07,0.07,0.00,0.05,0.03,0.05
johnc003,"2,014.00",0.28,0.20,0.25,0.25,0.22,0.27,0.25,0.30,0.02,0.05,0.02,0.00,0.02,0.05,0.00,0.05
johnk003,"2,012.00",0.23,0.30,0.20,0.40,0.30,0.12,0.20,0.35,0.10,0.18,0.10,0.08,0.03,0.15,0.08,0.07
jonea003,"2,012.00",0.18,0.08,0.20,0.18,0.18,0.15,0.13,0.13,0.02,0.07,0.07,0.07,0.05,0.00,0.07,0.03
jonea003,"2,013.00",0.17,0.27,0.13,0.15,0.20,0.17,0.18,0.15,0.02,0.02,0.05,0.02,0.00,0.00,0.03,0.08
jonea003,"2,014.00",0.22,0.23,0.12,0.22,0.08,0.10,0.17,0.23,0.05,0.02,0.00,0.02,0.03,0.02,0.03,0.03
jonea003,"2,015.00",0.08,0.17,0.08,0.25,0.12,0.10,0.20,0.15,0.05,0.03,0.00,0.05,0.07,0.02,0.03,0.05
jonea003,"2,016.00",0.22,0.17,0.18,0.13,0.22,0.13,0.13,0.18,0.08,0.05,0.07,0.07,0.03,0.07,0.08,0.02
joneg002,"2,012.00",0.23,0.32,0.15,0.20,0.18,0.12,0.25,0.07,0.02,0.03,0.02,0.05,0.05,0.08,0.08,0.12
joneg002,"2,014.00",0.37,0.18,0.23,0.13,0.20,0.15,0.15,0.25,0.10,0.05,0.10,0.07,0.12,0.07,0.03,0.13
joycm001,"2,012.00",0.25,0.15,0.20,0.15,0.32,0.18,0.22,0.20,0.07,0.12,0.15,0.15,0.08,0.07,0.10,0.12
joycm001,"2,013.00",0.22,0.13,0.13,0.17,0.22,0.23,0.12,0.20,0.05,0.15,0.13,0.10,0.08,0.13,0.13,0.17
joycm001,"2,014.00",0.22,0.10,0.17,0.25,0.23,0.25,0.22,0.22,0.15,0.12,0.10,0.03,0.08,0.13,0.13,0.15
kangj001,"2,015.00",0.22,0.15,0.22,0.23,0.12,0.22,0.22,0.28,0.07,0.05,0.12,0.03,0.07,0.03,0.08,0.02
kempm001,"2,014.00",0.30,0.30,0.20,0.20,0.23,0.28,0.20,0.18,0.12,0.08,0.03,0.12,0.05,0.12,0.12,0.07
kempm001,"2,015.00",0.15,0.20,0.22,0.30,0.25,0.25,0.23,0.15,0.05,0.03,0.02,0.05,0.07,0.05,0.08,0.10
kempm001,"2,016.00",0.18,0.15,0.30,0.27,0.22,0.20,0.23,0.27,0.00,0.02,0.02,0.00,0.07,0.03,0.03,0.10
kendh001,"2,012.00",0.20,0.23,0.25,0.12,0.15,0.18,0.18,0.18,0.03,0.02,0.08,0.05,0.05,0.05,0.08,0.03
kendh001,"2,013.00",0.13,0.20,0.18,0.17,0.15,0.18,0.17,0.12,0.05,0.03,0.03,0.05,0.05,0.02,0.03,0.03
kendh001,"2,014.00",0.20,0.12,0.18,0.12,0.17,0.18,0.10,0.20,0.03,0.12,0.10,0.07,0.05,0.05,0.03,0.05
kendh001,"2,015.00",0.12,0.22,0.15,0.18,0.22,0.12,0.18,0.15,0.08,0.07,0.05,0.08,0.02,0.08,0.03,0.02
kendh001,"2,016.00",0.25,0.08,0.15,0.13,0.18,0.23,0.17,0.15,0.03,0.07,0.07,0.10,0.07,0.13,0.03,0.15
kierk001,"2,015.00",0.18,0.12,0.23,0.15,0.22,0.25,0.08,0.20,0.03,0.08,0.02,0.03,0.03,0.03,0.05,0.07
kinsi001,"2,012.00",0.05,0.10,0.13,0.15,0.08,0.17,0.15,0.08,0.13,0.12,0.07,0.03,0.05,0.05,0.07,0.10
kinsi001,"2,013.00",0.10,0.05,0.12,0.05,0.07,0.10,0.12,0.08,0.10,0.07,0.03,0.12,0.12,0.07,0.07,0.10
kinsi001,"2,014.00",0.10,0.05,0.07,0.07,0.13,0.15,0.10,0.10,0.03,0.05,0.03,0.03,0.03,0.10,0.02,0.02
kinsi001,"2,015.00",0.13,0.08,0.10,0.15,0.10,0.22,0.12,0.13,0.07,0.12,0.10,0.12,0.05,0.08,0.03,0.02
kinsi001,"2,016.00",0.12,0.22,0.10,0.18,0.20,0.18,0.18,0.18,0.03,0.07,0.07,0.08,0.07,0.05,0.07,0.03
kipnj001,"2,012.00",0.18,0.15,0.12,0.13,0.15,0.17,0.13,0.15,0.05,0.13,0.07,0.05,0.05,0.10,0.17,0.07
kipnj001,"2,013.00",0.25,0.20,0.18,0.28,0.22,0.12,0.15,0.25,0.07,0.05,0.12,0.10,0.13,0.20,0.10,0.07
kipnj001,"2,014.00",0.18,0.10,0.15,0.23,0.18,0.18,0.23,0.13,0.17,0.12,0.07,0.07,0.07,0.10,0.07,0.03
kipnj001,"2,015.00",0.12,0.13,0.07,0.17,0.17,0.12,0.22,0.15,0.03,0.10,0.10,0.08,0.12,0.10,0.10,0.08
kipnj001,"2,016.00",0.28,0.25,0.15,0.15,0.15,0.15,0.25,0.13,0.08,0.05,0.08,0.07,0.10,0.07,0.08,0.05
konep001,"2,012.00",0.12,0.13,0.20,0.13,0.10,0.13,0.13,0.13,0.05,0.10,0.12,0.12,0.07,0.10,0.02,0.08
konep001,"2,013.00",0.13,0.22,0.15,0.08,0.17,0.08,0.12,0.07,0.07,0.05,0.08,0.07,0.08,0.07,0.10,0.13
kotcc001,"2,012.00",0.12,0.10,0.10,0.18,0.05,0.08,0.10,0.05,0.10,0.07,0.05,0.02,0.07,0.07,0.05,0.00
kubej002,"2,012.00",0.25,0.22,0.18,0.18,0.20,0.35,0.33,0.27,0.08,0.10,0.12,0.08,0.07,0.05,0.08,0.02
lambj001,"2,016.00",0.22,0.15,0.18,0.30,0.33,0.18,0.28,0.30,0.10,0.10,0.12,0.07,0.08,0.08,0.07,0.10
laroa001,"2,012.00",0.22,0.18,0.23,0.28,0.27,0.23,0.20,0.15,0.12,0.13,0.10,0.08,0.05,0.08,0.08,0.10
laroa001,"2,013.00",0.28,0.30,0.27,0.17,0.22,0.13,0.23,0.25,0.12,0.10,0.08,0.12,0.07,0.08,0.03,0.08
laroa001,"2,014.00",0.18,0.20,0.10,0.20,0.22,0.13,0.12,0.27,0.15,0.12,0.12,0.20,0.08,0.10,0.08,0.15
laroa001,"2,015.00",0.38,0.20,0.27,0.32,0.23,0.40,0.18,0.18,0.12,0.20,0.17,0.05,0.12,0.02,0.05,0.08
lawrb002,"2,012.00",0.18,0.13,0.22,0.08,0.10,0.15,0.07,0.22,0.03,0.07,0.02,0.07,0.10,0.00,0.07,0.07
lawrb002,"2,015.00",0.30,0.30,0.22,0.25,0.22,0.15,0.15,0.23,0.02,0.02,0.05,0.03,0.10,0.02,0.05,0.05
lee-c001,"2,012.00",0.08,0.03,0.03,0.08,0.08,0.10,0.08,0.07,0.05,0.12,0.05,0.05,0.07,0.13,0.08,0.10
lemad001,"2,014.00",0.15,0.15,0.15,0.17,0.10,0.17,0.27,0.22,0.07,0.05,0.03,0.08,0.05,0.03,0.05,0.02
lemad001,"2,015.00",0.12,0.15,0.17,0.15,0.20,0.17,0.15,0.27,0.03,0.10,0.05,0.07,0.05,0.10,0.12,0.08
lemad001,"2,016.00",0.15,0.10,0.13,0.10,0.08,0.23,0.15,0.08,0.05,0.08,0.08,0.13,0.07,0.08,0.12,0.15
linda001,"2,013.00",0.10,0.20,0.20,0.20,0.28,0.23,0.17,0.17,0.18,0.10,0.07,0.02,0.02,0.12,0.12,0.08
linda001,"2,015.00",0.15,0.17,0.35,0.13,0.08,0.10,0.20,0.10,0.12,0.12,0.07,0.05,0.10,0.15,0.03,0.10
lindf001,"2,016.00",0.22,0.12,0.12,0.07,0.13,0.13,0.10,0.15,0.08,0.07,0.08,0.07,0.08,0.05,0.12,0.02
lonej001,"2,012.00",0.12,0.13,0.12,0.07,0.15,0.07,0.12,0.07,0.12,0.05,0.03,0.05,0.00,0.00,0.03,0.07
lonej001,"2,013.00",0.12,0.07,0.13,0.13,0.13,0.13,0.17,0.12,0.10,0.05,0.08,0.08,0.02,0.07,0.03,0.07
lonej001,"2,014.00",0.05,0.08,0.18,0.10,0.17,0.17,0.08,0.10,0.10,0.08,0.03,0.05,0.08,0.02,0.12,0.05
longe001,"2,013.00",0.22,0.20,0.15,0.22,0.25,0.20,0.25,0.43,0.12,0.05,0.12,0.03,0.07,0.17,0.10,0.05
longe001,"2,014.00",0.22,0.15,0.25,0.20,0.20,0.12,0.13,0.25,0.07,0.05,0.05,0.08,0.07,0.08,0.10,0.08
longe001,"2,015.00",0.15,0.18,0.23,0.15,0.23,0.23,0.13,0.20,0.15,0.08,0.08,0.03,0.07,0.03,0.05,0.07
longe001,"2,016.00",0.17,0.27,0.27,0.22,0.25,0.13,0.20,0.22,0.03,0.03,0.08,0.07,0.08,0.03,0.03,0.08
lowrj001,"2,013.00",0.13,0.18,0.12,0.10,0.07,0.12,0.20,0.13,0.12,0.12,0.08,0.10,0.08,0.07,0.02,0.08
lowrj001,"2,014.00",0.08,0.12,0.08,0.10,0.22,0.22,0.08,0.18,0.23,0.10,0.02,0.08,0.08,0.05,0.03,0.10
lucrj001,"2,013.00",0.10,0.10,0.08,0.13,0.18,0.03,0.07,0.08,0.05,0.05,0.08,0.03,0.02,0.10,0.05,0.08
lucrj001,"2,014.00",0.13,0.08,0.10,0.10,0.10,0.08,0.17,0.12,0.10,0.05,0.13,0.08,0.05,0.12,0.10,0.05
lucrj001,"2,016.00",0.20,0.12,0.23,0.12,0.17,0.22,0.17,0.20,0.08,0.08,0.07,0.05,0.08,0.05,0.10,0.12
ludwr001,"2,012.00",0.20,0.25,0.27,0.15,0.20,0.15,0.20,0.17,0.07,0.10,0.05,0.10,0.03,0.07,0.10,0.13
machm001,"2,013.00",0.13,0.17,0.13,0.05,0.17,0.13,0.28,0.17,0.05,0.07,0.05,0.00,0.07,0.00,0.03,0.02
machm001,"2,015.00",0.20,0.18,0.13,0.23,0.08,0.12,0.08,0.12,0.10,0.12,0.07,0.03,0.12,0.05,0.20,0.03
machm001,"2,016.00",0.15,0.15,0.13,0.23,0.22,0.10,0.18,0.13,0.05,0.08,0.03,0.12,0.05,0.00,0.10,0.08
markn001,"2,013.00",0.10,0.07,0.03,0.10,0.08,0.10,0.18,0.12,0.07,0.05,0.10,0.07,0.03,0.08,0.02,0.08
markn001,"2,014.00",0.10,0.08,0.12,0.12,0.10,0.18,0.08,0.08,0.02,0.15,0.05,0.07,0.12,0.05,0.08,0.08
markn001,"2,015.00",0.12,0.18,0.12,0.10,0.10,0.12,0.18,0.08,0.15,0.08,0.08,0.12,0.10,0.10,0.05,0.03
markn001,"2,016.00",0.10,0.18,0.17,0.15,0.08,0.15,0.12,0.17,0.12,0.12,0.15,0.08,0.07,0.03,0.08,0.13
martj006,"2,014.00",0.27,0.25,0.17,0.28,0.23,0.22,0.33,0.32,0.10,0.02,0.07,0.03,0.10,0.03,0.03,0.03
martj006,"2,015.00",0.23,0.43,0.17,0.30,0.17,0.27,0.32,0.30,0.03,0.08,0.12,0.05,0.02,0.05,0.07,0.12
martj006,"2,016.00",0.17,0.22,0.30,0.32,0.15,0.20,0.23,0.23,0.12,0.07,0.10,0.07,0.07,0.08,0.08,0.10
martk001,"2,016.00",0.17,0.22,0.17,0.13,0.12,0.25,0.17,0.18,0.05,0.02,0.05,0.02,0.03,0.07,0.05,0.02
martl004,"2,013.00",0.18,0.15,0.20,0.23,0.27,0.17,0.18,0.18,0.08,0.03,0.08,0.05,0.03,0.05,0.07,0.05
martl004,"2,014.00",0.20,0.27,0.25,0.20,0.17,0.18,0.22,0.15,0.07,0.03,0.07,0.07,0.12,0.07,0.07,0.05
martl004,"2,016.00",0.37,0.25,0.13,0.22,0.35,0.23,0.22,0.23,0.05,0.12,0.12,0.05,0.10,0.08,0.03,0.08
martr004,"2,012.00",0.18,0.20,0.13,0.23,0.15,0.20,0.13,0.20,0.18,0.12,0.10,0.07,0.15,0.08,0.05,0.12
martr004,"2,013.00",0.08,0.13,0.22,0.15,0.20,0.30,0.33,0.18,0.12,0.08,0.05,0.18,0.12,0.10,0.10,0.13
martr004,"2,014.00",0.17,0.18,0.22,0.20,0.13,0.13,0.13,0.12,0.08,0.15,0.18,0.08,0.12,0.12,0.13,0.02
martr004,"2,015.00",0.23,0.22,0.22,0.12,0.23,0.15,0.17,0.30,0.17,0.08,0.07,0.08,0.10,0.08,0.10,0.08
martr004,"2,016.00",0.43,0.25,0.20,0.25,0.27,0.27,0.23,0.35,0.07,0.07,0.07,0.17,0.08,0.18,0.10,0.10
marts002,"2,013.00",0.23,0.20,0.23,0.20,0.25,0.20,0.27,0.27,0.03,0.08,0.03,0.02,0.05,0.00,0.02,0.07
marts002,"2,014.00",0.30,0.32,0.25,0.25,0.22,0.25,0.20,0.13,0.10,0.05,0.03,0.07,0.07,0.07,0.07,0.07
marts002,"2,015.00",0.32,0.22,0.23,0.17,0.18,0.25,0.15,0.12,0.02,0.08,0.03,0.08,0.02,0.03,0.00,0.05
marts002,"2,016.00",0.18,0.20,0.23,0.25,0.17,0.17,0.18,0.15,0.03,0.03,0.00,0.02,0.02,0.05,0.10,0.05
martv001,"2,013.00",0.07,0.15,0.13,0.15,0.05,0.12,0.08,0.12,0.12,0.03,0.07,0.05,0.10,0.08,0.07,0.08
martv001,"2,014.00",0.03,0.03,0.10,0.07,0.12,0.08,0.12,0.03,0.05,0.02,0.05,0.07,0.07,0.08,0.03,0.08
martv001,"2,015.00",0.12,0.05,0.12,0.08,0.18,0.12,0.10,0.10,0.07,0.07,0.03,0.03,0.05,0.02,0.05,0.07
martv001,"2,016.00",0.08,0.10,0.10,0.22,0.20,0.17,0.12,0.15,0.07,0.05,0.05,0.05,0.05,0.05,0.08,0.07
mauej001,"2,012.00",0.10,0.10,0.07,0.10,0.23,0.15,0.08,0.15,0.12,0.10,0.15,0.13,0.05,0.10,0.15,0.15
mauej001,"2,013.00",0.18,0.17,0.25,0.22,0.10,0.17,0.17,0.13,0.05,0.12,0.13,0.10,0.13,0.10,0.12,0.10
mauej001,"2,014.00",0.23,0.20,0.10,0.20,0.10,0.23,0.08,0.22,0.10,0.13,0.07,0.02,0.12,0.07,0.10,0.13
